Region,Country,Indicator I,Priority candidate (I),Indicator II,Gate (Indicator III),Effective Indicator I,Effective Indicator II,Note (Indicator I)
Americas,Brazil,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Art. 60 §4 entrenches ""individual rights and guarantees"" generally. Art. 5's equality clause reads ""all are equal before the law, without distinction of any kind, guaranteeing to Brazilians and foreigners residing in the country..."" — broader than citizens-only (covers resident foreigners) but not phrased as unconditionally universal. A genuine middle case; not confirmed to satisfy §6.9.2(b) as written."
Americas,Chile,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 1 states 'las personas nacen libres e iguales en dignidad y derechos' — universal wording. The amendment chapter requires 3/5 or 2/3 congressional supermajorities depending on the chapter but contains no entrenched/unamendable core, unlike Germany's Art. 79(3) model."
Americas,Colombia,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 13 guarantees that 'todas las personas nacen libres e iguales ante la ley' with an extensive non-discrimination list — universal. Reform proceeds via Congress, popular referendum, or a Constituent Assembly; the Constitutional Court's judicially-created 'sustitución de constitución' doctrine limits reforms that replace the Constitution's core but is not a textual absolute bar."
Americas,Ecuador,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 11(2) broadly guarantees equality for 'todas las personas' on an extensive list of grounds — universal and expansive. The three-tier amendment system requires the more demanding reforma parcial or full Constituent Assembly route for provisions affecting rights and guarantees, but a domestic path still exists at that higher tier; no article is absolutely unamendable."
Americas,Guyana,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 149 prohibits discriminatory laws on grounds including race, place of origin, political opinion, colour, creed and sex, in the standard Commonwealth Caribbean 'no person' universal style. Altering entrenched provisions requires a 2/3 National Assembly vote, and for the most entrenched matters also a national referendum — a domestic path exists."
Americas,Paraguay,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 46 states 'todos los habitantes de la República son iguales en dignidad y derechos' — universal wording covering inhabitants generally. Article 290 lists a narrow set of matters excluded from the simplified amendment procedure, but Article 46 is not among those exceptions and nothing is permanently unamendable."
Americas,Peru,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,Article 2(2) guarantees 'toda persona' equality before the law with an extensive grounds list — universal. Amendment under Article 206 proceeds via either two successive ordinary legislatures' approval or a 2/3 congressional vote plus referendum; no eternity clause exists.
Americas,Suriname,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 8(2) bars discrimination against anyone on grounds of birth, sex, race, language, religious origin, education, political conviction, economic position or other status — universal. Amendment requires only a 2/3 National Assembly supermajority, with no referendum requirement or unamendable core — a comparatively easy domestic path exists."
Americas,Uruguay,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 8 declares 'todas las personas son iguales ante la ley' — universal, with no distinctions recognized other than talents or virtues. Article 331 offers multiple amendment routes; none of them is barred from reaching the equality clause."
Americas,Venezuela,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 21 guarantees 'todas las personas' equality before the law and bars discrimination by race, sex, creed or social condition — universal. Title IX provides three escalating reform routes, including a plenary-powers Constituent Assembly treated in Venezuelan doctrine as holding unlimited 'originario' constituent power, meaning no article, including Art. 21, is shielded from eventual domestic revision."
Oceania,Australia,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"The Commonwealth of Australia Constitution Act 1900 contains no general bill of rights and no equality-before-the-law clause at all. The only amendment mechanism is s.128 (Parliament + national referendum) and it applies to every part of the document — there is no unamendable/eternity provision. Since there is no qualifying clause to test, this is a clean, fast UNKNOWN."
Oceania,Fiji,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 26 of the 2013 Constitution states 'Every person is equal before the law' — clearly universal wording. The Fiji Supreme Court's August 2025 advisory opinion read the amendment threshold down to two-thirds of Parliament plus a simple-majority referendum, and confirmed Article 26 is not among the handful of provisions held genuinely unamendable — historically the most rigid case in the set, but still disqualifying."
Oceania,Kiribati,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 15 bars discriminatory laws applying to 'no person' — universal wording. Article 69 allows alteration of the entire Constitution, including Chapter II, via a two-thirds vote of Parliament plus, for Chapter II specifically, a nationwide referendum — a heightened procedural bar, not an absolute prohibition."
Oceania,Marshall Islands,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article II, §12(1) states 'All persons are equal under the law and are entitled to the equal protection of the laws' — squarely universal wording. Article XII provides two amendment routes (Nitijela resolution + referendum, or constitutional convention + referendum); no provision designates any article as absolutely unamendable."
Oceania,"Micronesia, Federated States of",UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article IV, §4 provides equal protection 'without denial or impairment on account of sex, race, ancestry, national origin, language, or social status,' applying to persons generally. Article XIV sets amendment at three-fourths of votes cast in three-fourths of the states; no eternity clause was found, and §4 is not singled out for special protection."
Oceania,Nauru,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 3 guarantees fundamental rights to 'every person in Nauru... whatever his race, place of origin, political opinions, colour, creed or sex' — universal wording. Article 84's enhanced entrenchment (Fifth Schedule) does not include Article 3, so the core equality clause is amendable by ordinary two-thirds vote alone."
Oceania,New Zealand,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"New Zealand has no single codified or entrenched constitution; its order is an uncodified mix of statutes, the Treaty of Waitangi, and convention, all under parliamentary sovereignty. Equality provisions in the Bill of Rights Act and Human Rights Act are ordinary statutes repealable by simple majority — no entrenchment mechanism exists, a straightforward UNKNOWN by the system's structure."
Oceania,Palau,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article IV, §5 states 'Every person shall be equal under the law and shall be entitled to equal protection' — universal wording. Article XIV offers three amendment routes, each followed by referendum ratification; no eternity clause was found, so §5 is amendable through any of these ordinary paths."
Oceania,Papua New Guinea,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Section 55, the specific equality clause, is limited to 'all citizens' — narrower than universal-persons wording, though the broader Basic Rights division generally speaks of 'every person.' Basic Rights receive heightened but not absolute protection — no provision makes s.55 completely unamendable."
Oceania,Samoa,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 15 states 'All persons are equal before the law and entitled to equal protection under the law' — universal wording, confirmed against the official text. Amendment is via a two-thirds majority of the Legislative Assembly with no heightened threshold specific to fundamental rights or any eternity clause; amendments have reportedly been passed frequently."
Oceania,Solomon Islands,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Section 15 (Chapter II) protects against discriminatory treatment on grounds including race, place of origin, political opinion, colour, creed and sex. Section 61 entrenches Chapter II behind a three-quarters-of-all-members threshold on two readings — one of the more rigid entrenchment schemes in the set, but a domestic path (the 3/4 vote) plainly still exists."
Oceania,Tonga,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Clause 4 ('Same Law for All Classes') declares one law for chiefs, commoners, non-Tongans and Tongans alike — an old but broadly universal equality formula, though it predates modern categories like religion or ethnicity. Clause 79 shields only royal succession and noble titles/estates from amendment — Clause 4 is not on that protected list."
Oceania,Tuvalu,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Section 27 protects 'no-one' from discriminatory treatment on race, place of origin, political opinion, colour or religious belief — universal wording. Amendment requires only a two-thirds majority of Parliament with no referendum requirement or eternity clause found; a 2023 amendment entrenched statehood/maritime boundaries but this is unrelated to the equality clause."
Oceania,Vanuatu,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 5(1) grants fundamental rights and freedoms 'without discrimination on the grounds of race, place of origin, religious or traditional beliefs, political opinions, language or sex' to 'all persons,' expressly including non-citizens — universal wording. No eternity clause was found; Article 5(1) is amendable via the ordinary two-thirds parliamentary route."
